Date,User,Tweet,Translated_Tweet
2023-03-16 06:16:52+00:00,Sharmarajan18,krae hum gyan diye lekin log bol rhe har gali chowrahe prbyjus physicswallah preep adda institute jo ji course complete krane nikli thii race woh un sbhi ke liye hee famous thii upsc je mba rly ssc krake ni,krae hum gyan diye lekin log bol rhe har gali chowrahe prbyjus physicswallah preep adda institute jo ji course complete krane nikli thii race woh un sbhi ke liye hee famous thii upsc je mba rly ssc krake ni
2023-03-16 04:58:48+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-16 04:16:53+00:00,souravsays,physicswallah money oriented company yesterday registered kid 2 year program 499 senior councellor call today saying instalment pending 20000 without even asking whereabouts kid liking etc disgust educationmotivation,physicswallah money oriented company yesterday registered kid 2 year program 499 senior councellor call today saying instalment pending 20000 without even asking whereabouts kid liking etc disgust educationmotivation
2023-03-16 03:29:23+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-16 02:39:30+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-15 19:16:58+00:00,sonalgoelias,journey civilservices lifemotivation youthfornation upscwallah physicswallah,journey civil services life motivation youthfornation upsc wallah physicswallah
2023-03-15 18:04:43+00:00,XpressNewsinfo,new math problem ssc ssccgl ssccpo cgl math alakhpandey physicswallah amritclasses,new math problem ssc ssc cgl ssc cpo cgl math alakh pandey physicswallah amritclasses
2023-03-15 15:22:47+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-15 15:21:24+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-15 15:03:35+00:00,pw__skills,techie want know data science fact never heard got check video share non tech friend well pw pwskills physicswallah datascience fact didyouknow reel knowledge data scientist,techie want know data science fact never heard got check video share non tech friend well pw pwskills physicswallah datascience fact didyouknow reel knowledge data scientist
2023-03-15 12:27:02+00:00,_harshitkumar_,streaming rn join else ull fail jeemains jeeadvanced exam cbse physicswallah jee physic chemistry education science motivation studywithmelive studytwt study studying studywithme,streaming rn join else ull fail jee mains jee advanced exam cbse physicswallah jee physic chemistry education science motivation studywithme live studytwt study studying studywithme
2023-03-15 11:37:02+00:00,reversesweep63,lucky child india whose parent let study physicswallah,lucky child india whose parent let study physicswallah
2023-03-15 09:09:52+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-15 07:22:06+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-15 07:21:37+00:00,voxya_,consumer saying payment debited physicswallah course availed consumer complaint filed consumerforum consumercourt,consumer saying payment debited physicswallah course availed consumer complaint filed consumerforum consumercourt
2023-03-15 02:24:13+00:00,abt_live,utkarsh class enters joint venture physicswallah please follow show support utkarshclasses physicswallahagreement,utkarsh class enters joint venture physicswallah please follow show support utkarshclasses physicswallahagreement
2023-03-14 23:47:45+00:00,taashuu_,got selected rajasthan hackathon organized physicswallah know basic react currently working learning based project 85hr 19march,got selected rajasthan hackathon organized physicswallah know basic react currently working learning based project 85hr 19march
2023-03-14 18:26:04+00:00,itsnamankr,pie day today watched episode physic wallah whole explanation pie protagonist good learning experience piday2023 physic physicswallah,pie day today watched episode physicswallah whole explanation pie protagonist good learning experience day2023 physic physicswallah
2023-03-14 14:46:26+00:00,powers101u,congratulation physicswallah 1 million subscriber ncertwallah 2 million sub comptition wallah channel __wallah,congratulation physicswallah 1 million subscriber ncert wallah 2 million sub competition wallah channel wallah
2023-03-14 12:36:46+00:00,docshak1,allah see aboard goair domestic flier physicswallah explaining law nature thankyou dropping right time _us printed dua descending philosophy variety congrats fraser oscar,allah see aboard goair domestic flyers physics wallah explaining law nature thank you dropping right time _us printed dua descending philosophy variety congrats fraser oscar
2023-03-14 12:26:10+00:00,_harshitkumar_,streaming rn join else ull fail jeemains jeeadvanced exam cbse physicswallah jee physic chemistry education science motivation studywithmelive studytwt study studying studywithme,streaming rn join else ull fail jee mains jee advanced exam cbse physicswallah jee physic chemistry education science motivation studywithme live studytwt study studying studywithme
2023-03-14 11:04:04+00:00,EtoosIndia,batao bachcho many ayushman khurana go tag friend etoosindia physicswallah jee2023 ayushmankhurana meme mathfear,tell bachcho maini ayushmann khurrana jo tag friend etusindya fasiksualallah ji2023 ayushmankhurana meme mathfer
2023-03-14 09:49:03+00:00,786ibrahem,physic mcq physicswallah physicsspm2022,physics mcq physics wallah physics spm 2022
2023-03-14 07:00:40+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-14 04:46:15+00:00,amazonminiTV,π day pe π ko nahi dhunda toh kya kiya amazonminitv physicswallah piday happypiday,π day pe π ko nahi dhunda toh kya kiya amazonminitv physicswallah piday happypiday
2023-03-14 04:32:03+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-14 04:25:23+00:00,JodiStory3,finding true love alakh sir fell two muslim woman one love planning get married easy seems read physicswallah youtuber storytelling storytime,finding true love alakh sir fell two muslim woman one love planning get married easy seems read physicswallah youtuber storytelling storytime
2023-03-14 04:10:00+00:00,raftaar,महन वजञनक अलबरट आइसटन क आज ह जनमदन alberteinstein happybirthday physicswallah raftaar,Today is the birthday of great scientist Albert Einstein albert einstein happybirthday physicswallah raftaar
2023-03-14 03:03:21+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-13 17:24:05+00:00,ArghaKamal4,sir please look bachelor pharmacy dont good coaching channel regarding pharmacy_course physicswallah alakhpandey,sir please look bachelor pharmacy not good coaching channel regarding pharmacy course physicswallahalakhpandey
2023-03-13 17:15:42+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-13 17:00:50+00:00,arindam07_,sir gpat pharmacy student ka liya koi course suru ki jiya pharmacy ka liya koi accha organised youtube channel bhi nahi hai sir please sir pharmacy_course physicswallah alakhpandey,sir gpat pharmacy student ka liya koi course suru ki jiya pharmacy ka liya koi accha organized youtube channel bhi nahi hai sir please sir pharmacy_course physicswallah alakhpandey
2023-03-13 12:15:17+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-13 10:50:21+00:00,aditya_vairagi,यटयब पर physicswallah क ad स परशन कन कन ह आखर इस वयपर क और कतन पस चहए,What are physicswallah's ads on youtube and how many posts should be posted on this channel?
2023-03-13 10:25:28+00:00,uzumaki_3000,4000 crore 5000 crore account seems mustwatch physicswallah,4000 crore 5000 crore account seems mustwatch physicswallah
2023-03-13 08:57:17+00:00,KaushleshKO,kaunkaun hackathon mein ja rha haimera semester hai location jaipur date 1921 march 2023 hackathon physicswallah rajasthan,Who is going to hackathon my semester location jaipur date 1921 march 2023 hackathon fasixuallah rajasthan
2023-03-13 08:17:50+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-13 07:52:59+00:00,JarhNishant,hello pw team ordered module 9 march today 13 still module even packed please share oder id track module physicswallah,hello pw team ordered module 9 march today 13 still module even packed please share oder id track module physicswallah
2023-03-13 07:50:09+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-13 05:09:44+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-13 05:08:39+00:00,EtoosIndia,aspirant jee phase 2 year succeed shikanji beat summer like beverage prepare best student etoosindia physicswallah jeet2023 neet2023 shikanjee summermeme jeeaspirants,aspirant jee phase 2 year succeed shikanji beat summer like beverage prepare best student etoosindia physicswallah jeet2023 neet2023 shikanjee summermeme jeeaspirants
2023-03-13 04:42:39+00:00,GauravKapri00,sir year u batch named tivr 12th commerce aplplied math paper mistake applied math student need help watch repost sir physicswallah,sir year u batch named tivra 12th commerce applied maths paper mistake applied math student need help watch repost sir physicswallah
2023-03-13 03:10:25+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-12 15:38:26+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-12 11:27:23+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-12 10:30:00+00:00,amazonminiTV,yeh pyaar mein humesha yeh kyun hota hai amazonminitv alakhsir physicswallah streamingnow foryou forfree,Why is it always this in love?
2023-03-12 08:06:06+00:00,M_Gaikwad_,blood ______ conective tissue neetug2023 neet2023 questionoftheday physicswallah neetpg2023,blood ______ connective tissue neetug2023 neet2023 #quoteoftheday physicswallah neet pg 2023
2023-03-12 07:30:00+00:00,amazonminiTV,alakh sir hi bacha sakte hai ab toh _bam amazonminitv raftarafta physicswallah streamingnow foryou forfree,Alakh head only can save ab toh _bem amjonminitva rafatarafata fasiksualallah streemingnau fouryou forfree
2023-03-12 07:07:34+00:00,Indiandoctor2w,neetug2023 neetpg2023 physicswallah watch video,neetug2023 neetpg2023 physicswallah watch video
2023-03-12 06:49:59+00:00,ruturajkale10,hey im student pioneer mba batch weve eagerly waiting dpp video solution please look personally crucial part learning could really use help thanks advance mba physicswallah,hey im student pioneer mba batch weve eagerly waiting dpp video solution please look personally crucial part learning could really use help thanks advance mba physicswallah
2023-03-12 05:35:38+00:00,desilarrythecat,hello singke bachho kya dekh rahe ho tmhi ne famous kiya tha mujhe pw physicswallah iit jeemain2023,Hello singke bachcha kya dekh rahe ho tanhi ne fame kiya tha mujhe pav fashiquallah geet ji mein2023
2023-03-11 16:12:46+00:00,divyansh____u,sir friend bought arjuna jee 2025 instead lakshay jee 2024 mistakenly sir please solve problem physicswallah alakhpandey sir,sir friend bought arjuna jee 2025 instead lakshay jee 2024 mistakenly sir please solve problem physicswallah alakhpandey sir
2023-03-11 15:49:03+00:00,movieadda247_,unacademy ltltltltltltltlt physicswallah,unacademy ltltltltltltltlt physicswallah
2023-03-11 15:27:49+00:00,M_Gaikwad_,apane konsi test series join ki neetug2023 neetpg2023 physicswallah,apane konsi test series join ki neetug2023 neetpg2023 physicswallah
2023-03-11 15:04:27+00:00,Oddz_21,physicswallah sir shadi neeeeehhhhhh content creator amp celebs meetup,physicswallah sir shadi neeeeehhhhhh content creator amp celebs meetup
2023-03-11 10:42:57+00:00,Shri_197,generation need know physicswallah motivation realthoughts,generation need know physicswallah motivation realthoughts
2023-03-11 10:42:55+00:00,pw__skills,learning c challenging also rewarding whats exciting thing youve learned far share comment let celebrate small win together pw pwskills physicswallah talk coder cplusplus cppbeginners learntocode tweet,learning c challenging also rewarding whats exciting thing youve learned far share comment let celebrate small win together pw pwskills physicswallah talk coder cplusplus cppbeginners learntocode tweet
2023-03-11 09:33:17+00:00,EtoosIndia,problem get oneshot solution join neetoos etoosindia physicswallah neetoos neet2023,problem get oneshot solution join neetoos etoosindia physicswallah neetoos neet2023
2023-03-11 08:20:13+00:00,nikhilpec,physic physicswallah iit neet scienceinaction india proud sanatanadharma,physics physicswallah iit neet science inaction india proud sanatana dharma
2023-03-11 05:18:46+00:00,pw__skills,coffee secret coder consistency techie dont agree pw physicswallah pwskills coder consistency,coffee secret coder consistency techie dont agree pw physicswallah pwskills coder consistency
2023-03-11 04:01:59+00:00,Anushkapandit18,physic kasari padhni hoo physicswallah say,physic kasari padhni hoo physicswallah say
2023-03-11 02:47:46+00:00,ChhabadaRonak,recieved corrupt pen drive subject physic complained many time matter resolved plz look matter order id 3107149363 physicswallah physicswallahap,recieved corrupt pen drive subject physic complained many time matter resolved please look matter order id 3107149363 physicswallah physicswallah app
2023-03-10 19:30:32+00:00,Shoppingupdater,live neet strategy crack neet 650 neet preparation yakeen2023 physicswallah live neet strategy crack neet 650 neet preparation yakeen2023 physicswallah neetstrategy neettoppers neet2023 biologysimplifiedtamil n,live neet strategy crack neet 650 neet preparation yakeen2023 physicswallah live neet strategy crack neet 650 neet preparation yakeen2023 physicswallah neetstrategy neettoppers neet2023 biologysimplifiedtamil n
2023-03-10 12:35:00+00:00,BadaBusinessOff,अलख पड ज क शद म कछ गफतग dr vivek bindra physicswallah alakhpandeymarriage marriage pw badabusiness drvivekbindra,alakh pad j ki shad me kuch gafatag dr vivek bindra physicswallah alakhpandeymarriage pw badabusiness marriage drvivekbindra
2023-03-10 12:34:11+00:00,DrVivekBindra,अलख पड ज क शद म कछ गफतग dr vivek bindra physicswallah alakhpandeymarriage marriage pw badabusiness drvivekbindra,alakh pad j ki shad me kuch gafatag dr vivek bindra physicswallah alakhpandeymarriage pw badabusiness marriage drvivekbindra
2023-03-10 11:30:48+00:00,DhalochVikas,physicswallah,physicswallah
2023-03-10 08:27:45+00:00,harshhio,sir went career website applying software intern found physicswallah bug,sir went career website applying software intern found physicswallah bug
2023-03-10 07:53:46+00:00,itsppLKO,willing buy batch pw physic wallah apply 9336wsty code get upto 200 rupee batch physic allen physicswallah arjunajee lakshyajee jee neet neetpg jeemain2023 jeeadv2023for2021passouts,willing buy batch pw physic wallah apply 9336wsty code get upto 200 rupee batch physic allen physicswallah arjunajee lakshyajee jee neet neetpg jeemain2023 jeeadv2023for2021passouts
2023-03-10 05:40:42+00:00,EtoosIndia,time reserve seat right side etoosindia physicswallah netoosbatch neet2023 neetaspirants,time reserve seat right side etoosindia physics wallah netoosbatch neet 2023 neet aspirants
2023-03-09 23:30:38+00:00,Shoppingupdater,live neet strategy crack neet 650 neet preparation yakeen2023 physicswallah live neet strategy crack neet 650 neet preparation yakeen2023 physicswallah neetstrategy neettoppers neet2023 biologysimplifiedtamil n,live neet strategy crack neet 650 neet preparation yakeen2023 physicswallah live neet strategy crack neet 650 neet preparation yakeen2023 physicswallah neetstrategy neettoppers neet2023 biologysimplifiedtamil n
2023-03-09 20:30:16+00:00,Shoppingupdater,livedocuments needed neet 2023 application neet ug livedocuments needed neet 2023 application neet ug yakeenians akash abhyas biologysimplifiedtamil physicswallah nceat fingertip book pdf download dm,livedocuments needed neet 2023 application neet ug livedocuments needed neet 2023 application neet ug yakeenians akash abhyas biologysimplifiedtamil physicswallah nceat fingertip book pdf download dm
2023-03-09 11:16:56+00:00,etr_in,form joint venture enhance student learningexperience discover partnership aim revolutionize way student learn physic india edtechreview physicswallah utkarshclasses jointventure,form joint venture enhance student learningexperience discover partnership aim revolutionize way student learn physic india edtechreview physicswallah utkarshclasses jointventure
2023-03-09 09:42:40+00:00,amazonminiTV,mehnat karo guy mehnat sucess apne aap peeche aayegi amazonminitv physicswallah study studymotivation,"Saying, singing, saying, Sususs will follow automatically"
2023-03-09 06:30:00+00:00,business_today,student call alakh pandey businessman watch physicswallah physic business alakhpandey entrepreneur,student call alakh pandey businessman watch physics wallah physical business alakh pandey entrepreneur
2023-03-09 04:30:00+00:00,BT_Bazaar,alakh pandey क सटडटस क कय कहत ह बजनसमन दखए btbazaar alakhpandey physicswallah tutor startup education institute,Alakh pandey's status kya kiya hai businessman dekhiye btbazaar alakhpandey physicswallah tutor startup education institute
2023-03-08 22:23:28+00:00,Mehardeeep,alakhpanday alakh sir shining like star city kanpurthough commerce student 8 year back wish meet alakh sir someday physicswallah alakhsir,alakh pandey alakh sir shining like star city kanpurthough commerce student 8 year back wish meet alakh sir someday physicswallah alakh sir
2023-03-08 14:30:00+00:00,BT_Bazaar,physicswallah कय मनफ म ह दखए btbazaar alakhpandey physicswallah tutor startup education institute,physicswallah why have i seen btbazaar alakhpandey physicswallah tutor startup education institute
2023-03-08 13:01:40+00:00,amazonminiTV,physicswallah ke song gtgtgtgtgtgtgtgtgt everything amazonminitv physicswallah song love,physicswallah ke song gtgtgtgtgtgtgtgtgt everything amazonminitv physicswallah song love
2023-03-08 10:56:58+00:00,Ashishs21964099,sir piyush sir left pw zoology yakeen hindi online batch syllabus pending exam ahead plzz complete syllabus physicswallah,sir piyush sir left pw zoology yakeen hindi online batch syllabus pending exam ahead plzz complete syllabus physicswallah
2023-03-08 09:04:51+00:00,parvvvvvv,yakeen batch good neet preparation honest review please physicswallah neetug,yakeen batch good neet preparation honest review please physicswallah neetug
2023-03-08 08:00:00+00:00,newstakofficial,physic wallah क अलख पड सर बचच क बच अपन इटलजट और करएटव टचग सटइल क लए जन जत ह अलख न नय एडकशन वरड इजद करत हए कह क भरत म सबस जयद ह फड एडकशन physicswallah alakhpandey,"physicswallah alakhpandey Alakh Pandey, the son of Alakh Pandey, is known for his intelligent and creative touching style."
2023-03-08 07:00:02+00:00,business_today,physic wallah get started watch physicswallah physic education entrepreneur,physics wallah get started watch physics wallah physical education entrepreneur
2023-03-08 05:30:00+00:00,BT_Bazaar,कस हई physicswallah क शरआत दखए btbazaar alakhpandey tutor startup education institute,What is physicswallah's philosophy btbazaar alakhpandey tutor startup education institute
2023-03-08 03:13:05+00:00,Vikasme15018982,physicswallah pwskills tried everywhere contact one answer cant handle something started iti hd huge hope im left nothing want money back pwskills_is_scam,physicswallah pwskills tried everywhere contact one answer cant handle something started iti hd huge hope im left nothing want money back pwskills_is_scam
2023-03-08 03:09:20+00:00,Vikasme15018982,physicswallah pwskills im tired lie enrolled pw skill web development course january told class available app within week download also around 2 month results12,physicswallah pwskills im tired lie enrolled pw skill web development course january told class available app within week download also around 2 month results12
2023-03-08 02:24:25+00:00,RohitKu22845995,परणम alakhpandey amp physicswallah मफ करन शरमन मझ नह पत आपस बत कस ह मझक आपस कछ मदद मल सक इसलए मन यह सदश लख ह आपक लए सर आपन कह थ क पस कस क सपन म बघ नह बनग उस सर मन कह ह उममद ह मर भवषय आपक हथ म पलज सर,parnam alakhpandey amp physicswallah miff karan shaman i don't know each other i can get some help from each other that's why i wrote this vector please sir in your hands
2023-03-07 20:30:55+00:00,Shoppingupdater,short neet2023 shortnotes pw_motivation nevergiveup physicswallah neetmotivation backlog short neet2023 shortnotes pw_motivation nevergiveup physicswallah neetmotivation backlog short neet2023 pw_motivation nevergiveup physicsw,short neet2023 shortnotes pw_motivation nevergiveup physicswallah neetmotivation backlog short neet2023 shortnotes pw_motivation nevergiveup physicswallah neetmotivation backlog short neet2023 pw_motivation nevergiveup physicsw
2023-03-07 18:01:42+00:00,MISBAHUL258,dil ho mohabbat aankhon se new shayari short viral moti via physicswallah iit jee neet shairy,Dil Ho Mohabbat Okhonan Se New Shayari Short Viral Moti Vya Fraysikaswallah It Ji Nit Shayari
2023-03-07 14:32:57+00:00,SrisSingh,indian edtech startup laying employee edtechmadness edtechchat physicswallah byjus upgrad technicalguruji education,indian edtech startup laying employee edtechmadness edtechchat physicswallah byjus upgrad technicalguruji education
2023-03-07 09:36:05+00:00,ANI,anipodcastwithsmitaprakash alakh pandey physic wallah piracy lowcost course amp responsibility towards student physicswallah alakhpandey podcast watch full episode,anipodcastwithsmitaprakash alakh pandey physics wallah piracy lowcost course amp responsibility towards students physicswallah alakh pandey podcast watch full episode
2023-03-07 08:00:50+00:00,bishnu_singh11,meme physicswallah,meme physicswallah
2023-03-07 07:30:42+00:00,SensiRaghav,yes inspiring story demonstrates hard work determination bit perseverance anything achievable regardless background hardworkpaysoff perseverance physicswallah,yes inspiring story demonstrates hard work determination bit perseverance anything achievable regardless background hardworkpaysoff perseverance physicswallah
2023-03-07 04:25:14+00:00,DoniDominic,rock classic 2023 open national men physique gold coach kumaran menphysique fitness mensphysiqueposing physicswallah fitnessmotivation fitnessmodel gymmotivation bangalore bangalorenightlife muscle bangaloredays,rock classic 2023 open national men physique gold coach kumaran menphysique fitness mensphysiqueposing physicswallah fitnessmotivation fitnessmodel gymmotivation bangalore bangalorenightlife muscle bangaloredays
2023-03-07 04:15:24+00:00,pw__skills,techie c forever language wondering check post pw physicswallah pwskills programming language learn success,techie c forever language wondering check post pw physicswallah pwskills programming language learn success
2023-03-07 02:30:09+00:00,EtoosIndia,holi may colour unite bring love friendship happiness joy happy holi family happyholi2023 bestwishes holi etoosindia physicswallah neet2023 jee2023,holi may colour unite bring love friendship happiness joy happy holi family happyholic 2023 bestwishes holi etoosindia physicswallah neet 2023 jee 2023
2023-03-06 18:24:17+00:00,JJ74576252,student appeared cbse physic exam today try solve question mentioned question paper cbse jee iit physic physicsexam physicswallah alakhpandey anandsir hcverma rdsharma ncert,student appeared cbse physic exam today try solve question mentioned question paper cbse jee iit physic physics exam physicswallahalakhpandey anandsir hc verma rdsharma ncert
2023-03-06 15:06:17+00:00,ANI,ani podcast smita prakash ep45 alakh pandey tutor unicorn physic wallah streaming anipodcastwithsmitaprakash physicswallah alakhpandey podcast,ani podcast smita prakash ep45 alakh pandey tutor unicorn physics wallah streaming anipodcastwithsmitaprakash physicswallah alakhpandey podcast
2023-03-06 13:51:50+00:00,ANI,ani podcast smita prakash ep45 alakh pandey tutor unicorn physic wallah premiering anipodcastwithsmitaprakash physicswallah alakhpandey podcast watch,ani podcast smita prakash ep45 alakh pandey tutor unicorn physics wallah premiering anipodcastwithsmitaprakash physicswallah alakhpandey podcast watch
2023-03-06 12:10:17+00:00,EtoosIndia,get ready bachho big surprise milte hai aaj sham 7 bje etoosindia neetaspirants neet2023 physicswallah admissionopen enrollnow,get ready bachho big surprise meet today at 7 pm etusindya neetaparents neet2023 fasiksualallah admishnopan enrollnau
2023-03-06 10:11:53+00:00,oddonionfound,rate thumbnail physicswallah bholaatraileroutnow,rate thumbnail physics wallah bholaa trailer out now
2023-03-06 09:52:14+00:00,pw__skills,techie agree shoot version comment pw physicswallah pwskills debug bug meme technology bug,techie agree shoot version comment pw physicswallah pwskills debug bug meme technology bug
2023-03-06 09:17:24+00:00,Xenohadi,ani podcast smita prakash ep45 alakh pandey physic wallah premiere monday 7 pm ist anipodcastwithsmitaprakash physicswallah alakhpandey podcast click notify button get notification episode go air,ani podcast smita prakash ep45 alakh pandey physic wallah premiere monday 7 pm ist anipodcastwithsmitaprakash physicswallah alakhpandey podcast click notify button get notification episode go air
2023-03-06 09:06:05+00:00,MaxternMedia,ani podcast smita prakash ep45 alakh pandey physic wallah premiere monday 7 pm ist anipodcastwithsmitaprakash physicswallah alakhpandey podcast click notify button get notification episode go air,ani podcast smita prakash ep45 alakh pandey physic wallah premiere monday 7 pm ist anipodcastwithsmitaprakash physicswallah alakhpandey podcast click notify button get notification episode go air
2023-03-06 08:20:23+00:00,ANI,ani podcast smita prakash ep45 alakh pandey physic wallah premiere monday 7 pm ist anipodcastwithsmitaprakash physicswallah alakhpandey podcast click notify button get notification episode go air,ani podcast smita prakash ep45 alakh pandey physic wallah premiere monday 7 pm ist anipodcastwithsmitaprakash physicswallah alakhpandey podcast click notify button get notification episode go air
2023-03-06 07:09:39+00:00,notCAsatyaa,tag line har achi cheez mehngi nhi hoti physicswallah,Tag Line Not every good thing is expensive Fasiksuallah
2023-03-06 06:25:08+00:00,n_raixsa,didnt newton galileo einstein d1e physic aslevel physicswallah,didn't newton galileo einstein d1e physics as level physics wallah
2023-03-06 03:16:23+00:00,Aditya_Wintech,marketing flipkart clone using htmlcssjavascript thankyou physicswallah thank full great teacher anurag sanket sir,marketing flipkart clone using htmlcssjavascript thankyou physicswallah thank full great teacher anurag sanket sir
2023-03-06 03:06:39+00:00,studentsbuzz0,finally joined physic wallah physicswallah pw edtech cbseboardexam2023 cuet neetpg2023 neet iit jeemains neet2023 education jeemain neetug upsc cbse jeemain2023 neetug2023,finally joined physic wallah physicswallah pw edtech cbseboardexam2023 cuet neetpg2023 neet iit jeemains neet2023 education jeemain neetug upsc cbse jeemain2023 neetug2023
2023-03-05 15:06:43+00:00,JodPahadi,littlebit upset bcoz alakh siri knowsir brand nowhe lot work responsibility dobut 12th student ground touch himas formality hi shi best wish deni chayiye boardsexam physicswallah,littlebit upset bcoz alakh siri knowsir brand nowhe lot work responsibility dobut 12th student ground touch himas formality hi shi best wish dena chahiye board exam physicswallah
2023-03-05 15:01:20+00:00,JodPahadi,chapter completed tomorrow physic exam physicswallah physicsboardsexam 8 slightly,chapter completed tomorrow physic exam physicswallah physicsboardsexam 8 slightly
2023-03-05 14:11:14+00:00,Viral_Trends_IN,anipodcastwithsmitaprakash ep45 alakh pandey physic wallah premiere monday 7 pm ist physicswallah smitaprakash alakhpandey tune tomorrow ani,anipodcastwithsmitaprakash ep45 alakh pandey physics wallah premiere monday 7 pm ist physicswallah smita prakash alakh pandey tune tomorrow ani
2023-03-05 11:42:25+00:00,_harshitkumar_,streaming rn join else ull fail jeemains jeeadvanced exam cbse physicswallah jee physic chemistry education science motivation studywithmelive studytwt study studying studywithme,streaming rn join else ull fail jee mains jee advanced exam cbse physicswallah jee physic chemistry education science motivation studywithme live studytwt study studying studywithme
2023-03-05 10:17:50+00:00,Xenohadi,anipodcastwithsmitaprakash ep45 alakh pandey physic wallah premiere monday 7 pm ist physicswallah smitaprakash alakhpandey tune tomorrow xenoh,anipodcastwithsmitaprakash ep45 alakh pandey physics wallah premiere monday 7 pm ist physicswallah smita prakash alakh pandey tune tomorrow xenoh
2023-03-05 09:47:10+00:00,ANI,anipodcastwithsmitaprakash ep45 alakh pandey physic wallah premiere monday 7 pm ist physicswallah smitaprakash alakhpandey tune tomorrow,anipodcastwithsmitaprakash ep45 alakh pandey physics wallah premiere monday 7 pm ist physicswallah smita prakash alakh pandey tune tomorrow
2023-03-05 06:07:16+00:00,khushalgupta432,best calculation best teacher right bestteacher physicswallah math,best calculation best teacher right best teacher physics wallah math
2023-03-05 04:54:00+00:00,pw__skills,techie riddle time guess programming language shoot comment pw physicswallah techriddle fun answer,techie riddle time guess programming language shoot comment pw physicswallah techriddle fun answer
2023-03-05 03:14:28+00:00,Up18N,pw physicswallah launch vishwasdiwas campaign offer course 80 instant cashback wallet point,pw physicswallah launch vishwasdiwas campaign offer course 80 instant cashback wallet point
2023-03-04 16:16:46+00:00,priyanshusoura4,physic wallah कभ पढई क लय बच घर आज ह अरब क मलक watch physicswallah alakhpande pw physicswallahmeme iitjee neetpg2023,physics wallah when did you leave home to study in arab countries today
2023-03-04 14:43:15+00:00,Sasmita67430703,anubha maam class 11 chemistry rakshak sir class class 11 physic need two people next journey vedantu physicswallah,anubha maam class 11 chemistry rakshak sir class class 11 physics need two people next journey vedantu physics wallah
2023-03-04 12:37:34+00:00,Priyans34511247,kya poori physic ba electricity aur light pe hi based haiii board cbse2023 physic physicswallah viral,kya poori physic ba electricity aur light pe hi based hai board cbse 2023 physics physicswallah viral
2023-03-04 11:34:59+00:00,_harshitkumar_,streaming rn join else ull fail jeemains jeeadvanced exam cbse physicswallah jee physic chemistry education science motivation studywithmelive studytwt study studying studywithme,streaming rn join else ull fail jee mains jee advanced exam cbse physicswallah jee physic chemistry education science motivation studywithme live studytwt study studying studywithme
2023-03-04 09:17:41+00:00,EtoosIndia,planning coming along bachho keep going chance wont come work diligently reaching success etoosindia physicswallah neet2023 jee2023 motivationforstudents,planning coming along bachho keep going chance wont come work diligently reaching success etoosindia physics wallah neet 2023 jee 2023 motivationforstudents
