,Date,User,Tweet
1335,2023-01-10 05:48:31+00:00,anuragthecoach,"Khan Sir VS Physics Wallah

#khansir #khansirpatna #physicswallah #PathaanTrailer 
#UPSC #worldhindiday #JaiHind #anurgthecoach #anuragaggarwal https://t.co/LESM4Gw1Sm"
1336,2023-01-10 04:12:52+00:00,KruikMakwana,"Very True!
It's a lit of syllabus like airplane and I'm having bicycle!!!

#Proudtobepwian 
#physicswallah https://t.co/LAGHnxdKea"
1337,2023-01-09 19:03:32+00:00,SyrusIndustry,"Physics Wallah, the new Amazon web series
https://t.co/4SQhS8NDvW
#InternetNews #AmazonMiniTV #PhysicsWallah https://t.co/Hf0EXDBqoK"
1338,2023-01-09 16:40:47+00:00,AyushKu59879791,Physicswala #study #PhysicsWallah https://t.co/wzwzKgAqcc
1339,2023-01-09 13:05:13+00:00,I_RISHIKAPOOR,"@amazonminiTV bcoz of your constant promotion of #physicswallah I decided to binge this series...
What great content, characters were so real, shared experiences to highlight what's the purpose of life and how #edtech companies are busy with acquisitions &amp;  offers #WordsbyRK"
1340,2023-01-09 11:55:24+00:00,gd_schools,#TamilNadu #schools #Science #sciencefiction #Children #MondayMotivation #SCIENCE_FACT #CHEMISTRYBYPGEAW #PhysicsWallah #Biology #indiatoday #EnglishLanguage #gdschools
1341,2023-01-09 11:26:09+00:00,aaaaa_10099,#Physics #PhysicsWallah https://t.co/ay24BmL953
1342,2023-01-09 07:30:22+00:00,Shoppingupdater,"neet preparation 💥#shortnotes #mindmaps #neet #aiims #shorts #physicswallah #trend #dailypractise https://t.co/Wun9h8hnUM

neet preparation 💥#shortnotes #mindmaps #neet #aiims #shorts #physicswallah #trend #dailypractise

https://t.co/3uBbjTB62H
January 09, 2023 at 12:00PM…"
1343,2023-01-09 07:13:15+00:00,amazonminiTV,"embrace each day with this thought💪

#AboutFilms @PhysicswallahAP 

#PhysicsWallahOnminiTV #PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey https://t.co/CWtEsqeiLH"
1344,2023-01-09 04:12:07+00:00,hiresh_bohra_21,"PHYSICSWALLAH&gt;CHAIWAALA
.
.
#PhysicsWallah https://t.co/2EPNaI2fdo"
1345,2023-01-08 17:52:27+00:00,kalpesh_dhamane,"Out of the 22 startups that became unicorns in 2022, which ones are you familiar with?

#startup #unicorns #molbio #shiprocket #5ire #leadsquared #purpile #physicswallah #open #livespace #oxyzo #commerceIQ #amagi #yubi #hasura #uniphore #fractal #darxinbox #elasticrun https://t.co/aGqUThtfsq"
1346,2023-01-08 12:30:30+00:00,amazonminiTV,"vibe to this new track from #PhysicsWallahOnminiTV 

#AboutFilms @PhysicsWallahAP #ShriidharDubey 

#PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree https://t.co/i1XwzAlJDH"
1347,2023-01-08 12:30:20+00:00,Savindersingh77,"Live Link : https://t.co/0lcN0oJnYn
Source Code : https://t.co/jp4FYskeZR

@Hiteshdotcom @anuragtiwarime @harvi2001 @pw__skills 
#webdevelopment #CSS #learning #PhysicsWallah 
#HTML #responsivewebsite"
1348,2023-01-08 12:13:07+00:00,PashaEdu,Kya Hai Yeh Identities Ka Jhol😨😱 #Sin #Cos #Theta #PhysicsWallah #PhysicsWallahFoundation #ExamTip https://t.co/uY17CkKOPo
1349,2023-01-08 11:38:38+00:00,shadow__357,👍 on @YouTube: Believe Become Success #Shorts #PhysicsWallah https://t.co/QDiQwjN2kC
1350,2023-01-08 10:47:10+00:00,hod_channel_,"New video out today at 7 pm go and must watch

Video Tittle - How physics wallah become unicorn?

Video link 🔗https://t.co/DWPm2YBsPq

#hod #hodchannel #hodmediacompany #hodposts #newvideo #PhysicsWallah #physicswallahtrailer https://t.co/DyYWqoPO3g"
1351,2023-01-08 07:49:12+00:00,HimanshuBarawal,"Alakh sir why is this happening at vp tower , kota when the district magistrate has ordered that there will be no classes and examination in offline mode here!!!!!
Please look into it .....
#physicswallah 
#alakhpandey 
#physicswallahAP"
1352,2023-01-08 06:54:52+00:00,JahnviShukla10,"Watched #physicswallah,What an amazing web series! You guys should definitely watch it once..A teacher should be honest towards his profession.. &amp; his/her way of thinking that's what is most imp. In any educational system.. #teacher #education"
1353,2023-01-08 05:30:00+00:00,amazonminiTV,"comments mein batao papa ke interesting taane! 👇

#AboutFilms @PhysicsWallahAP #ShriidharDubey #ShivankitSinghParihar #RadhaBhatt

#PhysicsWallah #PW #AlakhPandey #AlakhSir #PhysicsWallahMotivation #Sixer #MorningDose #DadKeTaane #PhysicsWallahAlakhPandey #WatchNow #WatchFree https://t.co/FQ9mq4zWoW"
1354,2023-01-07 19:07:12+00:00,siD_Jaiswall,"@abhidhan Hello Sir Kya Haal Chaal Eagerly Awaiting For S2. Loved S1, all episodes are truly inspirational+amazing.❣
#PhysicsWallahOnminiTV #PhysicsWallah"
1355,2023-01-07 08:30:30+00:00,amazonminiTV,"this is your sign to watch #PhysicsWallahOnminiTV

if you have, tell us your favorite moment👇

#AboutFilms @PhysicswallahAP #ShriidharDubey

#PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree https://t.co/cmMSJXqLFI"
1356,2023-01-07 08:30:21+00:00,Shoppingupdater,"CHEMICAL KINETICS short notes for #iit #jee #neet #jee2023 by #physicswallah https://t.co/HYaxYXEznJ

CHEMICAL KINETICS short notes for #iit #jee #neet #jee2023 by #physicswallah

https://t.co/YKO2Cvkdle
January 07, 2023 at 02:00PM shortnotesforneet"
1357,2023-01-07 05:53:14+00:00,Up18N,Student posts about #PhysicsWallah’s Skills course prices; Alakh Pandey takes prompt action https://t.co/sF5pVOoDbJ
1358,2023-01-07 05:30:00+00:00,amazonminiTV,"miniTV ab sirf phone tak limited nahi hai Physics Wallah jaise amazing shows dekho FireTV ki help se bade screens par😎 

#AboutFilms @PhysicsWallahAP #ShriidharDubey

#PhysicsWallah #AlakhPandey #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree https://t.co/VPMMzUqMDw"
1359,2023-01-07 05:24:15+00:00,rahulrajnayak,"@amazonminiTV #PhysicsWallah is sucha great gem, kudos to you! What an inspiring venture created and showcased perfectly, teachers are unsung hero of our nation, amazing work, great performance by everyone! @alakhpandey70 inspiring teachers and risk takers!❤️🫡 @jammypants4 watch"
1360,2023-01-07 04:48:51+00:00,seven_week,"Amazon Mini TV has given wonderful Web series with free content. 
 
#Crushed 
#PhysicsWallah
#Sixer 
#IshqExpress
 
The characters in the series has given a good connection and feel to me as a viewer. 
It's give a nice aura while watching those.
Thanks to @amazonminiTV 👍"
1361,2023-01-06 13:04:38+00:00,DrAsdullah,"Hello dear Alakh Pandey sir 
I am your student of PW
Sir ______ 
We want to a very Heavy Batch for class 12th with seep pahuja mam , pankaj sir &amp; rittik sir.
@physics__wallah 
#physicswallah 
@PhysicswallahAP 
we look forward to your reply

￼

Thank you sir"
1362,2023-01-06 12:03:08+00:00,amazonminiTV,"hey bhagwan, bas sabko aise hi acche dost dedo 🥺 

#AboutFilms @PhysicswallahAP #ShriidharDubey #SaifHyder 

#PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow https://t.co/znQ40e8Svd"
1363,2023-01-06 02:18:12+00:00,_sumanth_h_,"Watched ""Physics Wallah"" web series and it really blew my mind 🤯. A real life story of a person who inspired many youths in the field of education .#PhysicsWallah"
1364,2023-01-05 17:52:51+00:00,Market_Nama,"Ma to Creator Beta - Views Badhe Tere?
Creator Beta to Ma - Nahi
Ma - Koi baat nahi badh jayenge

Every Creator Story
Mine Also

#creators #YouTuber #YouTube #Education #PhysicsWallah https://t.co/wDq8QnE1PC"
1365,2023-01-05 15:10:34+00:00,MadhusudhanAV03,"""Temper""ature......

#neet2023 #NEETUG2023 #Unacademy #PhysicsWallah https://t.co/Y1G5hYeebQ"
1366,2023-01-05 15:08:48+00:00,MadhusudhanAV03,"Eh hai hamara Energy 😆

#neet2023 #NEETUG2023 #pwians
#Unacademyneet
#Unacademy #PhysicsWallah #hardworkpaysoff https://t.co/0vHoGPR82w"
1367,2023-01-05 14:10:06+00:00,amazonminiTV,"the place where it all began ✨⏳ 

#AboutFilms @PhysicswallahAP #ShriidharDubey

#PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree https://t.co/9wpjShw83U"
1368,2023-01-05 12:21:02+00:00,AbhayaRanjan789,#PhysicsWallah #ALLEN #RESONANCE #narayanaschools #PMOIndia #HCv https://t.co/WTqWoKwQGg
1369,2023-01-05 11:51:28+00:00,kishor_ramani,@parashah91 #PhysicsWallah
1370,2023-01-05 09:45:41+00:00,amazonminiTV,"sometimes that one person who believes in you is enough❤

#AboutFilms @PhysicswallahAP #ShriidharDubey

#PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree #AmazonminiTV https://t.co/2NOZKLJQvo"
1371,2023-01-04 19:50:23+00:00,karnaishere,"@PhysicswallahAP
 #physicswallah #pwlive  2 weeks!!! no response from pw team!!"
1372,2023-01-04 18:44:25+00:00,itsAby_here,"You know you can actually Time Travel to future but what about past, find out here_ https://t.co/xSHTm9oFwI

#TimeTravelAuthors #time #timetravel #Science #scifi #Physics #PhysicsWallah #timedilation #relativity"
1373,2023-01-04 16:16:31+00:00,GauravBagh3,"@physics__wallah 
live lecture is OK if it is IMP QUESTION SERIES OR MARRATHON SERIES. #PhysicsWallah"
1374,2023-01-04 16:16:30+00:00,GauravBagh3,"@physics__wallah @PhysicswallahAP THIS MESSAGE IS FOR VIJETA BATCH 2023
 Its my request that 🙏PLEASE don't do live lectures that's very distracting because of chat..
THIS WILL SAVE TIME FOR US TO DO PRACTICE PAPER AND TO REVISE ALL LECTURES.
#PhysicsWallah"
1375,2023-01-04 13:12:05+00:00,BrkoutGeek,"#PhysicsWallah is an amazing Web Series.
You should definetly watch it once."
1376,2023-01-04 11:18:27+00:00,Sachinshrivas45,"Share With this Who is facing for #CBSEBoardExam2023  #class10th  Exams 2023
Here You Can Read Simple and Handwritten #notes of
#class10 #board #Trending #subject #LearnEnglish #PhysicsWallah #PW #English  @cbseindia29  @PhysicswallahAP @AllCBSENews  
https://t.co/PnRGSeCOWf"
1377,2023-01-04 11:07:39+00:00,Sachinshrivas45,"Recomm.  Class 11 #Biology Handwritten Notes #Bioinformatics
 We've Uploaded Science Quick Revision Notes on #PhysicsWallah #CBSE #biodiversity #Biohazard #BioWeapon #neetpg2023 #NEET #notes #NEETUG2023
 @cbseindia29 @AllCBSENews @vedantu_learn 
https://t.co/2yddHyIuDf"
1378,2023-01-04 11:07:32+00:00,_ananyam,"#PhysicsWallah takes one back to class 11th and 12th. Such nostalgia. Wish we had #AlakhPandey’s classes for the 90s kids! 

#Physics would have been more fun 🤩 

@amazon @amazonminiTV @PhysicswallahAP https://t.co/T2qv1ASJyS"
1379,2023-01-04 11:02:12+00:00,Sachinshrivas45,"Share With this Who is facing for #class10th #board Exams 2023
Here You Can Read Simple and Handwritten #notes of
#class10 #Trending #school #LearnEnglish #PhysicsWallah #PW  #English #testcricket @cbseindia29  @PhysicswallahAP #CBSEBoardExam2023 
https://t.co/x4ZqxH1HmU"
1380,2023-01-04 11:00:58+00:00,Sachinshrivas45,"Share With this Who is facing for #class10th #board Exams 2023
Here You Can Read Simple and Handwritten #notes of
#class10 #Schoolfight #SST #PhysicsWallah #PW  #TweetOfTheDay #testcricket @cbseindia29  @PhysicswallahAP @AllCBSENews #CBSEBoardExam2023 

https://t.co/6c1txNU4vW"
1381,2023-01-04 10:59:19+00:00,Sachinshrivas45,"Share With this Who is facing for #class10th #board Exams 2023
Here You Can Read Simple and Handwritten #notes of
#class10 #Trending #school #SST #PhysicsWallah #PW  #TweetOfTheDay #testcricket @cbseindia29  @PhysicswallahAP #CBSEBoardExam2023
https://t.co/9pqOuYnJiV"
1382,2023-01-04 10:58:56+00:00,Sachinshrivas45,"Share With this Who is facing for #class10th #board Exams 2023
Here You Can Read Simple and Handwritten #notes of
#class10 #Trending #school #SST #PhysicsWallah #PW  #TweetOfTheDay #testcricket @cbseindia29  @PhysicswallahAP #CBSEBoardExam2023  
https://t.co/g2GkYByZP8"
1383,2023-01-04 10:58:30+00:00,Sachinshrivas45,"Share With this Who is facing for #class10th #board Exams 2023
Here You Can Read Simple and Handwritten #notes of
#class10 #Trending #school #SST #PhysicsWallah #PW  #TweetOfTheDay #testcricket @cbseindia29  @PhysicswallahAP #CBSEBoardExam2023  https://t.co/eFzRb7oHHB"
1384,2023-01-04 10:57:25+00:00,Sachinshrivas45,"Share With this Who is facing for #class10th #board Exams 2023
Here You Can Read Simple and Handwritten #notes of
#class10 #Trending #school #Physics #PhysicsWallah #TweetOfTheDay #testcricket @cbseindia29 @PhysicswallahAP #CBSEBoardExam2023 
https://t.co/pqJHo6SBX8"
1385,2023-01-04 10:49:49+00:00,Kishore00024533,"Physics memz 🤣🤣🤣
#physicsmemes #physicswallah #physician #scientist #sciencememes https://t.co/GXM2YYXXOy"
1386,2023-01-04 10:43:25+00:00,amazonminiTV,"Physics Wallah show dekh kar aapke emotions ka equation kaisa tha?🤔 

#PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree"
1387,2023-01-04 10:24:29+00:00,sahiltwts,"I generally sit alone in silence and try to think about the world, questioning and thinking about how we think. 

#PhysicsWallah
@PhysicswallahAP
@physics__wallah https://t.co/XwVYR3FmMP"
1388,2023-01-04 08:48:44+00:00,devanshuballabh,"#issacnewton #signature #Analytics 

#BirthAnniversary 

#Physics #PhysicsWallah #Physics #QuantumLeap #Mathematics #Maths https://t.co/7X1mNLInb8"
1389,2023-01-04 08:43:25+00:00,ImpactfulPitch,"The #success story of India’s 101st #unicorn: @PhysicsWallah. From just Rs. 5,000 a month, this college dropout built a unicorn and transformed the Indian #edtech #industry!
 #PhysicsWallah #AlakhPandey #amazoseries #WebSeries2022 #Trending #trend #impact #business #entrepreneurs https://t.co/oWGkqW6Ezu"
1390,2023-01-04 06:39:03+00:00,amazonminiTV,"comment karne se pehle rule yaad rakhna - WRONG ANSWERS ONLY 😛  

#AboutFilms @PhysicswallahAP #ShriidharDubey

#PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree https://t.co/2qziEsPJ0i"
1391,2023-01-04 01:31:22+00:00,Shoppingupdater,"#cbsc #neet #short #jeemains #notes #physicswallah #class #class12 #AC current #viralvideo #oneshot https://t.co/p1AXg9gWq5

#cbsc #neet #short #jeemains #notes #physicswallah #class #class12 #AC current #viralvideo #oneshot

https://t.co/DZ33lHqTky
January 04, 2023 at 07:01AM…"
1392,2023-01-03 20:50:58+00:00,HackerBhat,"@physics__wallah 
sir, I am currently preparing for NEET   from #PhysicsWallah  but my main interest is in biotechnology through foreign college  but I am not sure how to achieve this goal. can u please give me some assistance so that i can start preparing early"
1393,2023-01-03 15:59:49+00:00,shravangubbi,@Aaayraaaaa Yaani apko #physicswallah chahiye!
1394,2023-01-03 13:14:50+00:00,amazonminiTV,"breaking news: ab Alakh sir Rohit sir se Physics ke lessons lene wale hai 😝  

#AboutFilms @PhysicswallahAP #ShriidharDubey #RohitShetty

#PhysicsWallah #CaseTohBantaHai #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree https://t.co/vIrcvHOcIn"
1395,2023-01-03 11:45:13+00:00,TheUniqAsomiya,"Okay 🤣

#Physics #PhysicsWallah #physicsexam"
1396,2023-01-03 09:42:31+00:00,amazonminiTV,"latest shows dhoond rahe ho? toh dekho Physics Wallah jaise aur bohot entertaining shows only on miniTV. #PhysicsWallahOnminiTV 

#AboutFilms @PhysicswallahAP #ShriidharDubey

#PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #WatchNow #WatchFree https://t.co/bVySUFNaoI"
1397,2023-01-03 06:46:50+00:00,amazonminiTV,"waah waah🫴 

#AboutFilms @PhysicswallahAP #ShriidharDubey 

#PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree https://t.co/fhHbJkcEhP"
1398,2023-01-03 06:01:07+00:00,vvatsss,"On one Hand we have one of the biggest Edtech of India hated by students, teachers, employees, investors.

On the other we have #PhysicsWallah #AlakhPandey who is openly loved by everyone. 

Both the companies is build on Newton's third law of motions."
1399,2023-01-03 03:02:54+00:00,TheStoryPlanet,"10. #physicswallah
9. #NCRDays
8. #Duranga
7. #DelhiCrimeS2
6. #Suzhal
5. #PitchersS2
4. #BreathIntoTheShadowsS2
3. #Sixers
2. #PanchayatS2
1. #GullakS3
Special Mention: #indianpredator #HomeShanti #GangsOfPuri #HostelDayzS3 #CriminalJusticeS3 #TriplingS3 #Dahan #DudeS2 #Chalava"
1400,2023-01-03 03:01:55+00:00,SaadKam93554152,"Hi guys! If you have trouble with Physics-related questions or any topic, feel free to contact me here on Fiverr. 
https://t.co/6132fzYXla

You can also inbox me here on Twitter.

#physics #physicswallah #physicteacher #tutor #tutoring #physicstutor #physicsclass #physicsfun"
1401,2023-01-02 19:03:18+00:00,priyanshujod,"Every teen be watching series or a movie and then there's me watching #PhysicsWallah one shot videos 😭😂
#JEEMain2023inApril #JEEMains"
1402,2023-01-02 19:02:56+00:00,_swiftyhazal_,"The most certain thing in life is uncertainty.
The more you try to run away from it, the more uncertain it gets.

#PhysicsWallah Ep3"
1403,2023-01-02 16:51:11+00:00,AaryanTiwari27,"Attended 20 lectures of #collegewallah youtube channel on C++ ,
Till now , the lectures have been great.
Just left with time and space complexity and then next to data structures and algorithms.
#collegewallah #physicswallah #c++"
1404,2023-01-02 15:45:30+00:00,questionsmark07,#Like #follow #Science #physicswallah #Questions #astrophysics https://t.co/fuXQCFrk7C
1405,2023-01-02 12:25:53+00:00,McqProf,"Kepler's Law MCQs || JEE | NEET - 2023
https://t.co/zuuxh7MI5j
Here are some multiple choice questions on Kepler's laws to help you These questions interview and NEET exam 2023!
#Kepler's #Law #neet2023 #JEE2023 #Eamcet2023 #NTA  #PhysicsWallah #trading #Sciencemcq #Online #Exams https://t.co/H0GSw8eF0M"
1406,2023-01-02 11:53:26+00:00,karnaishere,"Its been 1 week but still no response from @PhysicswallahAP #physicswallah #pwlive 
I have called but you guys dont pick up. I have filled the return google form &amp; still NO response....I need my 699rs back! https://t.co/wH4SNYsN3H"
1407,2023-01-02 11:31:00+00:00,parthikpatell_,"#PhysicsWallah ios app is no.-2 on education chart on App Store .

iOS App link https://t.co/Dvg7mr8Ql4

@PhysicswallahAP @physics__wallah  #PW #PhysicsWallahOnminiTV https://t.co/mGULsqE36B"
1408,2023-01-02 11:30:00+00:00,amazonminiTV,"our mood is lit with all the stars🤩 #PhysicsWallahOnminiTV dekho aur karo aapke mood ko bhi bright!

#AboutFilms @PhysicswallahAP #ShriidharDubey

#PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree https://t.co/6yYg3HBJ1q"
1409,2023-01-02 11:01:15+00:00,diwakar_ujjwal,Reason Behind Alakh Pandey Sir Physics Wallah #pw #PhysicsWallahOnminiTV #physicswallah #alakhpandey https://t.co/4zSuW86bGp
1410,2023-01-02 09:30:00+00:00,amazonminiTV,"one of the most epic moments from the show🙌   

#AboutFilms @PhysicswallahAP #ShriidharDubey 

#PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey https://t.co/rGpUtueTNO"
1411,2023-01-02 09:17:02+00:00,amazonminiTV,"ek jugnu’ song playlist mein add kiya kya?🧐

#PhysicsWallah #WatchNow #WatchFree #AmazonminiTV"
1412,2023-01-02 05:47:32+00:00,engineers_hub,"https://t.co/N1trFv6rKD
Wait is Over,
Solve the Moderate &amp; Difficult PYQs with AIR-1. Learn the art of approaching the problem.
Today LIVE @ 7:00 pm.
#GW Soldiers #negisir #NEGIsir #gatewallah #Thermodynamics #PYQs #solve #moderate #difficult #problems #physicswallah #alakhsir https://t.co/NalRPdi9QM"
1413,2023-01-02 05:31:26+00:00,Shoppingupdater,"redox//shortnote and mind map #shortnotes #mindmaps #aiims #neet #shorts #trend #physicswallah https://t.co/vcRuzOFOZb

redox//shortnote and mind map #shortnotes #mindmaps #aiims #neet #shorts #trend #physicswallah

https://t.co/0aVevlnxqQ
January 02, 2023 at 11:01AM shortnote…"
1414,2023-01-02 03:03:26+00:00,SaadKam93554152,"Hi guys! If you have trouble with Physics-related questions or any topic, feel free to contact me here on Fiverr. 
https://t.co/6132fzYXla

You can also inbox me here on Twitter.

#physics #physicswallah #physicteacher #tutor #tutoring #physicstutor #physicsclass #physicsfun"
1415,2023-01-01 16:56:58+00:00,movieadda247_,@alok_kumar006 I think right now they have to focus on building #PhysicsWallah rather than ipo
1416,2023-01-01 16:34:03+00:00,parthikpatell_,"Acquisition made by #PhysicsWallah .
Full article - https://t.co/4jaishr5lL

#PW #PhysicsWallahOnminiTV #Byjus https://t.co/D2WwPY4Ia9"
1417,2023-01-01 16:13:56+00:00,shyamjizoyo,"PW web series is amazing 😍 
Have you watched it !? 

#PhysicsWallah #minitv"
1418,2023-01-01 13:03:33+00:00,amazonminiTV,"Alakh sir ko Youtube se kitne amount ka first cheque mila tha?

#PhysicsWallah #WatchNow #WatchFree"
1419,2023-01-01 09:29:27+00:00,thecodingwale,"Code with us! Our intro to coding class for kids is the perfect way to get started in the exciting world of programming.

Enroll Your Kids now with Codingwale.

#kidslearningcoding #codingforkids #kidsintech #codingeducation #PhysicsWallah 
#techiekids #codingcareers https://t.co/50SWbrq1sJ"
1420,2023-01-01 08:04:26+00:00,amazonminiTV,"electric field aur magnetic field kaise oscillate karti hai?

#PhysicsWallah #WatchNow #WatchFree"
1421,2023-01-01 06:30:30+00:00,amazonminiTV,"tag that one friend whom you would like to take to 2023! 

#AboutFilms @PhysicswallahAP #ShriidharDubey @aisharahmed @Yashaswini__ @pillowillo #ShivankitParihar

#PhysicsWallah #Sixer #Adulting  #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree https://t.co/XiOVktgsGs"
1422,2023-01-01 05:06:47+00:00,SaadKam93554152,"Hi guys! If you have trouble with Physics-related questions or any topic, feel free to contact me here on Fiverr. 
https://t.co/6132fzZvaI

You can also inbox me here on Twitter.
#physics  #PhysicsWallah  #physicteacher #tutor #tutoring #physicstutor #physicsclass #physicsfun"
1423,2022-12-31 18:31:05+00:00,i_imad_19,@PhysicswallahAP #PhysicsWallah #NewYear2023 https://t.co/VgUhDCeUox
1424,2022-12-31 17:42:40+00:00,alok_kumar006,"MamaEarth se better business to Physicswallah kar rha hai, more profits, more valuation, less marketing compared to MamaEarth. 
Still guess who is coming up with an overvalued IPO 💁

#mamaearth #PhysicsWallah #ipoalert"
1425,2022-12-31 17:22:06+00:00,ottplayapp,"#PhysicsWallah has also entered the list

#PitchersS2 #Freddy 

https://t.co/PrN4vwDaC6"
1426,2022-12-31 16:38:34+00:00,KumbhareJagrut,"Last night I saw #PhysicsWallah series on @amazonminiTV .
It was amazing and aspiration."
1427,2022-12-31 15:21:07+00:00,DEEPANJANDEY111,"REAL ATOM PICTURE ⚛
VIDEO LINK - https://t.co/38C0dG97JW 😎
YT - @Crazyxyz3 
2x M zoom 🔬
#PhysicsWallah #QuantumComputing 
#astro #astrophysics #Astrophotography 
#YouTube #HappyNewYear #MerryXmas 
🌎🌎🌎🌎🌎🌎🚀🚀🚀🚀🚀 https://t.co/hltwtLbJq3"
1428,2022-12-31 14:56:30+00:00,DEEPANJANDEY111,"DOG STAR or SIRIUS 💫⭐✨
#astronomy #astrophysics #PhysicsWallah 
#nasa #physics #astrology https://t.co/M3IG47t5H2"
1429,2022-12-31 14:50:04+00:00,UtsavGoel_,"MamaEarth se better business to Physicswallah kar rha hai, more profits, more valuation, less marketing compared to MamaEarth. 
Still guess who is coming up with an overvalued IPO 💁

#mamaearth #PhysicsWallah #ipoalert"
1430,2022-12-31 11:46:25+00:00,AtharvagR,"https://t.co/kKZRRvScJi

Here I'm presenting review #PhysicsWallah #physicswallahonminitv https://t.co/Mn6vwhZH1l"
1431,2022-12-31 11:32:23+00:00,amazonminiTV,"sacche friend ke bina kahi mann nahi lagta 🙌

All episodes of #Sixer &amp; #PhysicsWallah out on Amazon miniTV!

@PhysicswallahAP #ShriidharDubey #ShivankitParihar @pillowillo 

#PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree https://t.co/zLkiTVATHy"
1432,2022-12-31 10:01:24+00:00,Abhishe50571989,MR sir shayari op❤️❤️❤️/ft.physics wallah/ Jee mains /#physicswallah /#t... https://t.co/KcLA2AOCWQ via @YouTube
1433,2022-12-31 09:11:56+00:00,amazonminiTV,"new year ke liye new motivation! 🙌

#AboutFilms @PhysicswallahAP #ShriidharDubey

#PhysicsWallahOnminiTV #PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree https://t.co/JzGbHDkbDE"
1434,2022-12-31 08:34:38+00:00,abrarr____,"New location, new students, new year
This time janakpuri west
#physicswallah https://t.co/Kv3oR35BdW"
1435,2022-12-31 08:01:54+00:00,yourSgroot,"the most certain things in life is uncertainty,
the more you run from it,
the more uncertain it gets,
so try to embrace it.

#PhysicsWallah"
1436,2022-12-31 07:49:02+00:00,naughtyhr,"As promised, we are back with the dates for Mega Drive at Jaipur on 8th Jan. 23 and Kolkata on 15th Jan 23.

#pw #physicswallah https://t.co/REIMO78E0V"
1437,2022-12-31 06:50:04+00:00,SaadKam93554152,"Hi guys! If you have trouble with Physics-related questions or any topic, feel free to contact me here on Fiverr. 
https://t.co/6132fzYXla

You can also inbox me here on Twitter.
#physics #physicswallah #physicteacher #tutor #tutoring #physicstutor #physicsclass #physicsfun"
1438,2022-12-31 06:14:54+00:00,amazonminiTV,"#PhysicsWallahOnminiTV kab binge-watch karne waale ho?

​ @PhysicswallahAP #AboutFilms #ShriidharDubey

#PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree"
1439,2022-12-31 06:06:55+00:00,amazonminiTV,"et’s test your #PhysicsWallahOnminiTV knowledge! e in e=mc2 stands for?

@PhysicswallahAP #AboutFilms #ShriidharDubey

#PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree"
1440,2022-12-31 05:53:59+00:00,amazonminiTV,"new year, same me wali vibe mein jee rahe hai hum 😩

#AboutFilms @PhysicswallahAP #ShriidharDubey #SaifHyder 

#PhysicsWallah #PW #AlakhPandey #Alakh #AlakhSir #PhysicsWallahMotivation #PhysicsWallahAlakhPandey #WatchNow #WatchFree https://t.co/57MGvQSIJG"
